Id. de pedido;Cliente;Empleado;Fecha de pedido;Fecha de entrega;Fecha de envío;Forma de envío;Cargo;Nombre de destinatario;Dirección de destinatario;Ciudad de destinatario;Región de destinatario;Código postal de destinatario;País de destinatario
11786;MORGK;3;9/10/2019 00:00;6/11/2019 00:00;13/10/2019 00:00;3;$ 0,58;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Alemania
11787;SAVEA;3;10/10/2019 00:00;7/11/2019 00:00;16/10/2019 00:00;1;$ 65,10;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11788;HUNGO;6;13/10/2019 00:00;27/10/2019 00:00;15/10/2019 00:00;3;$ 220,31;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11789;ALFKI;4;13/10/2019 00:00;24/11/2019 00:00;21/10/2019 00:00;1;$ 23,94;Alfreds Futterkiste;Obere Str. 57;Berlín;;12209;Alemania
11790;FOLKO;6;14/10/2019 00:00;11/11/2019 00:00;20/10/2019 00:00;2;$ 152,30;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11791;QUEEN;6;14/10/2019 00:00;11/11/2019 00:00;7/11/2019 00:00;1;$ 4,78;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11792;HILAA;9;15/10/2019 00:00;12/11/2019 00:00;18/11/2019 00:00;2;$ 3,52;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11793;OLDWO;8;16/10/2019 00:00;13/11/2019 00:00;21/10/2019 00:00;3;$ 135,63;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11794;AROUT;4;16/10/2019 00:00;30/10/2019 00:00;23/10/2019 00:00;3;$ 21,74;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11795;THEBI;6;17/10/2019 00:00;28/11/2019 00:00;5/11/2019 00:00;2;$ 2,96;The Big Cheese;"89 Jefferson Way
Suite 2";Portland;OR;97201;Estados Unidos
11796;GOURL;1;17/10/2019 00:00;14/11/2019 00:00;20/11/2019 00:00;3;$ 210,80;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11797;FRANS;1;20/10/2019 00:00;17/11/2019 00:00;23/10/2019 00:00;1;$ 4,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italia
11798;SAVEA;5;21/10/2019 00:00;2/12/2019 00:00;29/10/2019 00:00;2;$ 52,41;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11799;HUNGO;3;21/10/2019 00:00;18/11/2019 00:00;31/10/2019 00:00;1;$ 89,93;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11800;SAVEA;1;22/10/2019 00:00;19/11/2019 00:00;24/10/2019 00:00;1;$ 167,05;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11801;SAVEA;5;22/10/2019 00:00;19/11/2019 00:00;27/10/2019 00:00;3;$ 24,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11802;BONAP;3;23/10/2019 00:00;6/11/2019 00:00;29/10/2019 00:00;1;$ 63,20;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11803;RANCH;4;24/10/2019 00:00;21/11/2019 00:00;27/10/2019 00:00;2;$ 22,57;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
11804;FRANK;1;24/10/2019 00:00;21/11/2019 00:00;29/10/2019 00:00;2;$ 59,25;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11805;KOENE;1;27/10/2019 00:00;24/11/2019 00:00;29/10/2019 00:00;3;$ 170,88;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11806;LETSS;8;27/10/2019 00:00;24/11/2019 00:00;5/11/2019 00:00;2;$ 51,44;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;Estados Unidos
11807;QUEDE;8;28/10/2019 00:00;11/11/2019 00:00;5/11/2019 00:00;2;$ 9,53;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
11808;QUICK;5;29/10/2019 00:00;26/11/2019 00:00;31/10/2019 00:00;3;$ 48,92;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11809;SAVEA;8;29/10/2019 00:00;10/12/2019 00:00;4/11/2019 00:00;1;$ 74,58;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11810;WHITC;3;30/10/2019 00:00;27/11/2019 00:00;25/11/2019 00:00;1;$ 21,72;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11811;MEREP;8;30/10/2019 00:00;11/12/2019 00:00;5/11/2019 00:00;2;$ 57,75;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11812;FAMIA;4;31/10/2019 00:00;28/11/2019 00:00;5/11/2019 00:00;3;$ 10,83;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brasil
11813;EASTC;4;3/11/2019 00:00;17/11/2019 00:00;5/12/2019 00:00;1;$ 16,56;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11814;REGGC;2;3/11/2019 00:00;1/12/2019 00:00;5/12/2019 00:00;1;$ 89,90;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11815;QUEEN;4;4/11/2019 00:00;2/12/2019 00:00;11/11/2019 00:00;2;$ 58,33;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11816;LINOD;8;4/11/2019 00:00;16/12/2019 00:00;14/11/2019 00:00;3;$ 141,06;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11817;BONAP;5;5/11/2019 00:00;3/12/2019 00:00;14/11/2019 00:00;1;$ 20,12;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11818;CHOPS;7;6/11/2019 00:00;4/12/2019 00:00;14/11/2019 00:00;1;$ 96,65;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suiza
11819;BONAP;3;6/11/2019 00:00;4/12/2019 00:00;7/11/2019 00:00;1;$ 16,97;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11820;BERGS;1;7/11/2019 00:00;5/12/2019 00:00;10/11/2019 00:00;3;$ 110,11;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11821;GOURL;2;7/11/2019 00:00;5/12/2019 00:00;12/11/2019 00:00;3;$ 1,63;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11822;LETSS;6;10/11/2019 00:00;8/12/2019 00:00;21/11/2019 00:00;2;$ 45,97;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;Estados Unidos
11823;HUNGO;9;11/11/2019 00:00;9/12/2019 00:00;21/11/2019 00:00;2;$ 44,10;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11824;VINET;2;11/11/2019 00:00;9/12/2019 00:00;18/11/2019 00:00;2;$ 7,79;Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;;51100;Francia
11825;SPECD;2;12/11/2019 00:00;10/12/2019 00:00;18/11/2019 00:00;1;$ 2,91;Spécialités du monde;25, rue Lauriston;Paris;;75016;Francia
11826;VINET;3;12/11/2019 00:00;10/12/2019 00:00;17/11/2019 00:00;3;$ 11,08;Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;;51100;Francia
11827;WHITC;4;13/11/2019 00:00;11/12/2019 00:00;25/11/2019 00:00;2;$ 81,88;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11828;BERGS;4;14/11/2019 00:00;28/11/2019 00:00;18/11/2019 00:00;3;$ 10,96;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11829;BOTTM;3;14/11/2019 00:00;12/12/2019 00:00;18/11/2019 00:00;3;$ 243,73;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11830;AROUT;1;17/11/2019 00:00;15/12/2019 00:00;21/11/2019 00:00;2;$ 23,72;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11831;VAFFE;6;17/11/2019 00:00;15/12/2019 00:00;24/11/2019 00:00;1;$ 69,19;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11832;QUICK;9;18/11/2019 00:00;16/12/2019 00:00;27/11/2019 00:00;1;$ 3,52;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11833;CHOPS;1;19/11/2019 00:00;17/12/2019 00:00;21/11/2019 00:00;3;$ 31,43;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suiza
11834;PICCO;6;19/11/2019 00:00;17/12/2019 00:00;26/11/2019 00:00;1;$ 117,33;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11835;SAVEA;3;20/11/2019 00:00;18/12/2019 00:00;28/11/2019 00:00;1;$ 232,55;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11836;ISLAT;4;20/11/2019 00:00;18/12/2019 00:00;19/12/2019 00:00;2;$ 61,53;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11837;WARTH;9;21/11/2019 00:00;19/12/2019 00:00;24/11/2019 00:00;1;$ 79,30;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11838;RICSU;3;24/11/2019 00:00;22/12/2019 00:00;3/12/2019 00:00;3;$ 130,79;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
11839;NORTS;2;24/11/2019 00:00;22/12/2019 00:00;28/11/2019 00:00;3;$ 1,39;North/South;"South House
300 Queensbridge";London;;SW7 1RZ;Reino Unido
11840;FRANS;3;25/11/2019 00:00;23/12/2019 00:00;27/11/2019 00:00;1;$ 7,70;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italia
11841;MAGAA;6;25/11/2019 00:00;23/12/2019 00:00;27/11/2019 00:00;3;$ 2,38;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11842;BONAP;4;26/11/2019 00:00;24/12/2019 00:00;28/11/2019 00:00;2;$ 16,71;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11843;SPLIR;8;27/11/2019 00:00;25/12/2019 00:00;2/12/2019 00:00;2;$ 73,21;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;Estados Unidos
11844;SAVEA;6;27/11/2019 00:00;25/12/2019 00:00;15/12/2019 00:00;1;$ 8,19;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11845;RICSU;3;28/11/2019 00:00;26/12/2019 00:00;4/12/2019 00:00;3;$ 138,17;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
11846;ANATR;3;28/11/2019 00:00;26/12/2019 00:00;12/12/2019 00:00;3;$ 11,99;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;5021;México
11847;MAISD;4;1/12/2019 00:00;29/12/2019 00:00;10/12/2019 00:00;1;$ 155,64;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11848;RATTC;5;2/12/2019 00:00;30/12/2019 00:00;8/12/2019 00:00;2;$ 18,66;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11849;FOLKO;3;2/12/2019 00:00;30/12/2019 00:00;9/12/2019 00:00;1;$ 328,74;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11850;FOLIG;3;3/12/2019 00:00;31/12/2019 00:00;8/12/2019 00:00;3;$ 37,35;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;Francia
11851;ERNSH;6;3/12/2019 00:00;31/12/2019 00:00;8/12/2019 00:00;3;$ 145,45;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11852;QUICK;3;4/12/2019 00:00;1/1/2020 00:00;9/12/2019 00:00;3;$ 42,74;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11853;OTTIK;4;5/12/2019 00:00;2/1/2020 00:00;9/12/2019 00:00;1;$ 157,55;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11854;SUPRD;4;5/12/2019 00:00;2/1/2020 00:00;15/12/2019 00:00;3;$ 1,59;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11855;AROUT;3;8/12/2019 00:00;5/1/2020 00:00;15/12/2019 00:00;2;$ 146,32;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11856;VAFFE;3;8/12/2019 00:00;5/1/2020 00:00;12/12/2019 00:00;1;$ 65,06;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11857;HANAR;8;9/12/2019 00:00;6/1/2020 00:00;17/12/2019 00:00;3;$ 5,32;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11858;ERNSH;9;10/12/2019 00:00;7/1/2020 00:00;2/1/2020 00:00;2;$ 11,19;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11859;LEHMS;3;10/12/2019 00:00;7/1/2020 00:00;19/12/2019 00:00;2;$ 91,28;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11860;ERNSH;1;11/12/2019 00:00;8/1/2020 00:00;16/12/2019 00:00;3;$ 96,43;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11861;FOLKO;4;11/12/2019 00:00;25/12/2019 00:00;12/12/2019 00:00;1;$ 48,20;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11862;THECR;7;12/12/2019 00:00;9/1/2020 00:00;26/12/2019 00:00;1;$ 20,25;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;Estados Unidos
11863;ERNSH;1;15/12/2019 00:00;12/1/2020 00:00;18/12/2019 00:00;3;$ 351,53;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11864;GOURL;7;15/12/2019 00:00;29/12/2019 00:00;21/1/2020 00:00;2;$ 3,01;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11865;BERGS;3;16/12/2019 00:00;13/1/2020 00:00;24/12/2019 00:00;1;$ 6,79;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11866;MORGK;3;16/12/2019 00:00;13/1/2020 00:00;14/1/2020 00:00;2;$ 58,13;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Alemania
11867;LILAS;2;16/12/2019 00:00;30/12/2019 00:00;25/12/2019 00:00;1;$ 42,13;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11868;WARTH;2;17/12/2019 00:00;14/1/2020 00:00;19/12/2019 00:00;3;$ 73,16;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11869;CACTU;9;17/12/2019 00:00;14/1/2020 00:00;22/12/2019 00:00;3;$ 1,10;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
11870;HANAR;4;18/12/2019 00:00;15/1/2020 00:00;19/12/2019 00:00;2;$ 124,98;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11871;MAGAA;4;18/12/2019 00:00;15/1/2020 00:00;22/12/2019 00:00;3;$ 70,09;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11872;GROSR;1;18/12/2019 00:00;15/1/2020 00:00;24/12/2019 00:00;3;$ 1,51;GROSELLA-Restaurante;5ª Ave. Los Palos Grandes;Caracas;DF;1081;Venezuela
11873;QUEEN;8;19/12/2019 00:00;16/1/2020 00:00;23/12/2019 00:00;1;$ 110,87;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11874;LAMAI;2;19/12/2019 00:00;2/1/2020 00:00;26/12/2019 00:00;1;$ 249,93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11875;QUICK;1;22/12/2019 00:00;19/1/2020 00:00;19/1/2020 00:00;2;$ 42,70;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11876;FOLIG;1;22/12/2019 00:00;19/1/2020 00:00;31/12/2019 00:00;2;$ 100,60;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;Francia
11877;GOURL;6;22/12/2019 00:00;19/1/2020 00:00;26/12/2019 00:00;1;$ 28,23;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11878;FRANK;6;23/12/2019 00:00;20/1/2020 00:00;1/1/2020 00:00;2;$ 16,85;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11879;WOLZA;1;23/12/2019 00:00;20/1/2020 00:00;31/12/2019 00:00;3;$ 23,79;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polonia
11880;AROUT;3;24/12/2019 00:00;21/1/2020 00:00;8/1/2020 00:00;3;$ 4,52;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11881;QUEDE;6;24/12/2019 00:00;21/1/2020 00:00;2/1/2020 00:00;1;$ 21,49;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
11882;ERNSH;8;24/12/2019 00:00;21/1/2020 00:00;20/1/2020 00:00;2;$ 126,66;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11883;HILAA;3;25/12/2019 00:00;22/1/2020 00:00;14/1/2020 00:00;1;$ 26,52;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11884;DRACD;7;25/12/2019 00:00;22/1/2020 00:00;5/1/2020 00:00;2;$ 33,35;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemania
11885;ISLAT;2;26/12/2019 00:00;23/1/2020 00:00;5/1/2020 00:00;1;$ 2,33;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11886;KOENE;9;26/12/2019 00:00;6/2/2020 00:00;5/1/2020 00:00;3;$ 30,76;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11887;SEVES;1;26/12/2019 00:00;23/1/2020 00:00;5/1/2020 00:00;3;$ 137,44;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
11888;BOLID;4;29/12/2019 00:00;26/1/2020 00:00;31/12/2019 00:00;2;$ 97,09;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;;28023;España
11889;SIMOB;4;29/12/2019 00:00;26/1/2020 00:00;2/1/2020 00:00;2;$ 257,26;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
11890;WELLI;4;30/12/2019 00:00;27/1/2020 00:00;6/1/2020 00:00;1;$ 55,23;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11891;SEVES;6;30/12/2019 00:00;27/1/2020 00:00;7/1/2020 00:00;2;$ 27,33;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
11892;THEBI;2;30/12/2019 00:00;27/1/2020 00:00;9/1/2020 00:00;3;$ 237,34;The Big Cheese;"89 Jefferson Way
Suite 2";Portland;OR;97201;Estados Unidos
11893;VICTE;3;31/12/2019 00:00;28/1/2020 00:00;5/1/2020 00:00;2;$ 22,11;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11894;FRANS;4;31/12/2019 00:00;28/1/2020 00:00;30/1/2020 00:00;1;$ 1,36;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italia
11895;OLDWO;2;1/1/2020 00:00;29/1/2020 00:00;9/1/2020 00:00;3;$ 45,53;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11896;WELLI;7;1/1/2020 00:00;29/1/2020 00:00;7/1/2020 00:00;1;$ 4,87;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11897;LAUGB;2;1/1/2020 00:00;29/1/2020 00:00;7/1/2020 00:00;3;$ 4,33;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canadá
11898;LINOD;8;2/1/2020 00:00;30/1/2020 00:00;8/1/2020 00:00;1;$ 31,22;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11899;REGGC;5;2/1/2020 00:00;30/1/2020 00:00;12/1/2020 00:00;1;$ 59,78;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11900;RICAR;1;5/1/2020 00:00;2/2/2020 00:00;9/1/2020 00:00;1;$ 47,38;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11901;VICTE;3;5/1/2020 00:00;2/2/2020 00:00;14/1/2020 00:00;3;$ 130,94;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11902;SAVEA;2;5/1/2020 00:00;2/2/2020 00:00;14/1/2020 00:00;3;$ 14,62;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11903;GREAL;4;6/1/2020 00:00;3/2/2020 00:00;4/2/2020 00:00;2;$ 719,78;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11904;KOENE;3;6/1/2020 00:00;20/1/2020 00:00;13/1/2020 00:00;2;$ 306,07;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11905;MAGAA;7;7/1/2020 00:00;4/2/2020 00:00;12/1/2020 00:00;3;$ 65,48;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11906;CACTU;2;7/1/2020 00:00;4/2/2020 00:00;16/1/2020 00:00;3;$ 19,76;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
11907;RATTC;3;7/1/2020 00:00;4/2/2020 00:00;13/1/2020 00:00;2;$ 37,52;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11908;SPLIR;1;8/1/2020 00:00;5/2/2020 00:00;15/1/2020 00:00;1;$ 36,68;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;Estados Unidos
11909;TRAIH;6;8/1/2020 00:00;5/2/2020 00:00;16/1/2020 00:00;3;$ 7,00;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;Estados Unidos
11910;LILAS;5;9/1/2020 00:00;6/2/2020 00:00;13/1/2020 00:00;2;$ 163,97;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11911;FOLKO;8;9/1/2020 00:00;6/2/2020 00:00;30/1/2020 00:00;1;$ 1,23;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11912;DRACD;1;9/1/2020 00:00;6/2/2020 00:00;14/1/2020 00:00;1;$ 79,25;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemania
11913;BLONP;6;12/1/2020 00:00;9/2/2020 00:00;6/2/2020 00:00;1;$ 7,09;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11914;BONAP;1;12/1/2020 00:00;26/1/2020 00:00;6/2/2020 00:00;2;$ 63,54;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11915;RANCH;9;13/1/2020 00:00;27/1/2020 00:00;4/2/2020 00:00;1;$ 90,85;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
11916;ISLAT;9;13/1/2020 00:00;10/2/2020 00:00;23/1/2020 00:00;1;$ 154,72;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11917;TRADH;4;13/1/2020 00:00;24/2/2020 00:00;21/1/2020 00:00;2;$ 81,83;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
11918;SANTG;3;14/1/2020 00:00;11/2/2020 00:00;23/1/2020 00:00;2;$ 72,19;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
11919;LAMAI;2;14/1/2020 00:00;11/2/2020 00:00;19/1/2020 00:00;2;$ 43,26;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11920;OTTIK;6;15/1/2020 00:00;12/2/2020 00:00;23/1/2020 00:00;2;$ 71,49;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11921;TRADH;1;15/1/2020 00:00;12/2/2020 00:00;19/1/2020 00:00;3;$ 29,78;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
11922;ALFKI;1;15/1/2020 00:00;12/2/2020 00:00;21/1/2020 00:00;3;$ 69,53;Alfreds Futterkiste;Obere Str. 57;Berlín;;12209;Alemania
11923;ERNSH;7;16/1/2020 00:00;13/2/2020 00:00;21/1/2020 00:00;1;$ 411,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11924;BERGS;9;16/1/2020 00:00;13/2/2020 00:00;23/1/2020 00:00;3;$ 13,32;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11925;LINOD;3;19/1/2020 00:00;16/2/2020 00:00;23/1/2020 00:00;3;$ 59,28;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11926;TRADH;3;19/1/2020 00:00;16/2/2020 00:00;22/1/2020 00:00;3;$ 35,43;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
11927;LINOD;4;19/1/2020 00:00;2/3/2020 00:00;16/2/2020 00:00;2;$ 2,71;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11928;SUPRD;5;20/1/2020 00:00;17/2/2020 00:00;29/1/2020 00:00;2;$ 424,30;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11929;TORTU;1;20/1/2020 00:00;17/2/2020 00:00;29/1/2020 00:00;3;$ 54,42;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;México
11930;VICTE;4;21/1/2020 00:00;18/2/2020 00:00;26/1/2020 00:00;2;$ 9,26;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11931;PICCO;8;21/1/2020 00:00;18/2/2020 00:00;26/1/2020 00:00;2;$ 25,22;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11932;QUICK;8;21/1/2020 00:00;4/2/2020 00:00;30/1/2020 00:00;1;$ 212,98;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11933;SUPRD;2;22/1/2020 00:00;5/3/2020 00:00;23/1/2020 00:00;3;$ 56,46;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11934;SAVEA;4;22/1/2020 00:00;5/2/2020 00:00;10/2/2020 00:00;3;$ 487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11935;CONSH;7;23/1/2020 00:00;20/2/2020 00:00;29/1/2020 00:00;2;$ 38,24;Consolidated Holdings;"Berkeley Gardens
12  Brewery ";London;;WX1 6LT;Reino Unido
11936;KOENE;9;23/1/2020 00:00;20/2/2020 00:00;30/1/2020 00:00;2;$ 0,56;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
